Regional,Nome do bloco,Data,Concentração,etapa,rota,lon,lat,stage
Sé,Catuaba,2017-03-04T00:00:00Z,16:00,um,Matias Aires,-46.657005,-23.555892,B
Sé,Catuaba,2017-03-04T00:00:00Z,16:00,dois,Rua Augusta,-46.651746,-23.551776,C
Sé,Catuaba,2017-03-04T00:00:00Z,16:00,tres,Rua Martins Fontes,-46.644333,-23.549272,D
Sé,Catuaba,2017-03-04T00:00:00Z,16:00,quatro,Rua Xavier de Toledo,-46.63611,-23.5475,E
Sé,Catuaba,2017-03-04T00:00:00Z,16:00,cinco,Prua Ramos,-46.324462,-23.643969,F
Pinheiros,Chá da Alice,2017-02-18T00:00:00Z,15:00,inicio,Inicio Av Faria Lima (alturua do bar Piraja) termino Faria Lima (Alturua do Largo da Batata),-46.63611,-23.5475,A
Pinheiros,Chacoelha na Laje,2017-03-04T00:00:00Z,13:00,inicio,Rua Simao Alvares,-46.688896,-23.563602,A
Pinheiros,Chacoelha na Laje,2017-03-04T00:00:00Z,13:00,dois,Rua Benjamin Egas,-46.688004,-23.565749,C
Pinheiros,Chacoelha na Laje,2017-03-04T00:00:00Z,13:00,tres,Rua Mourato Coelho,-46.689368,-23.560989,D
Pinheiros,Chacoelha na Laje,2017-03-04T00:00:00Z,13:00,quatro,Rua Navarrua de Andrade e retornando p,-46.63611,-23.5475,E
Pinheiros,Chacoelha na Laje,2017-03-04T00:00:00Z,13:00,cinco,Simao Alvares,-46.690498,-23.561335,F
Sé,Chame Gente,2017-02-18T00:00:00Z,12:00,um,Rua General Jardim,-46.649043,-23.544654,B
Sé,Chame Gente,2017-02-18T00:00:00Z,12:00,dois,Rua Dona Veridiana,-46.63611,-23.5475,C
Sé,Chame Gente,2017-02-18T00:00:00Z,12:00,tres,Rua Dona Maria Antonia,-46.63611,-23.5475,D
Butantã,Cobras Da Oito,2017-03-04T00:00:00Z,14:00,um,Imperatriz Dona Amelia,-46.750866,-23.578915,B
Butantã,Cobras Da Oito,2017-03-04T00:00:00Z,14:00,dois,Av. Eiras Garcia,-46.63611,-23.5475,C
Butantã,Cobras Da Oito,2017-03-04T00:00:00Z,14:00,tres,Av. Jose Joaquim Seabra,-46.63611,-23.5475,D
Butantã,Cobras Da Oito,2017-03-04T00:00:00Z,14:00,cinco,Rua Willy Fischerua  Imperatriz Dona Amelia,-46.63611,-23.5475,F
Vila Mariana,ColetivoMISSA,2017-02-19T00:00:00Z,15:00,um,entrua Diogo Jacome,-46.669896,-23.596293,B
Freguesia do Ó/Brasilândia,comunidade 100% iracema,2017-02-26T00:00:00Z,14:00,inicio,patio da feirua da rua dos morgados joao rodrigues chaves mishiisa murata estrada do sabao Lycurgo Antonio de sousa ministrua petronio portela teresinha de spagna lobo professor carlos nobrua rosa,-46.63611,-23.5475,A
Casa Verde,Comunidade Memo Memo,2017-02-27T00:00:00Z,15:00,inicio,Rua Carlos Belmirua Correa,-46.63611,-23.5475,A
Casa Verde,Comunidade Memo Memo,2017-02-27T00:00:00Z,15:00,um,Rua Armando Coelho,-46.63611,-23.5475,B
Casa Verde,Comunidade Memo Memo,2017-02-27T00:00:00Z,15:00,tres,Rua Gabriel Covelli,-46.654658,-23.497526,D
Sé,CONFETE MARAVILHA,2017-03-04T00:00:00Z,17:00,inicio,boulevarua sao joao  ao vale do anhangabau,-46.636521,-23.545234,A
Pinheiros,"Cordão Carnavalesco Confraria do Pasmado",2017-02-19T00:00:00Z,13:00,inicio,Rua dos Pinheiros,-46.318021,-23.649046,A
Pinheiros,"Cordão Carnavalesco Confraria do Pasmado",2017-02-25T00:00:00Z,9:00,inicio,Rua Padrua Carvalho (no estacionamento do lado do Bar Piraja),-46.63611,-23.5475,A
Pinheiros,"Cordão Carnavalesco Confraria do Pasmado",2017-02-19T00:00:00Z,13:00,dois,a Antonio Bicudo,-46.902397,-23.406949,C
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,inicio,Rua Belmirua Braga,-46.63611,-23.5475,A
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,um,Rua Inacio Pereirua da Rocha (a ),-46.63611,-23.5475,B
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,dois,seguindo,-46.444124,-23.607886,C
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,tres,a Rua Morato Coelho (a ),-46.63611,-23.5475,D
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,quatro,Rua Morato Coelho,-46.63611,-23.5475,E
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,cinco,a Rua Aspicuela (a ),-46.63611,-23.5475,F
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,seis,segue pela Rua Aspicuelta,-46.688953,-23.557281,G
Pinheiros,"Cordão Carnavalesco Kolombolo diá Piratininga",2017-02-18T00:00:00Z,14:00,sete,a Rua Harmonia  segue pela Rua Harmonia,-46.689811,-23.552684,H
Lapa,Cordão Cheiroso,2017-02-27T00:00:00Z,15:00,inicio,rua Catao,-46.699181,-23.532591,A
Lapa,Cordão Cheiroso,2017-02-27T00:00:00Z,15:00,um,praca Julio Cesarua rua Sao Jose da Serra,-46.700523,-23.530254,B
Lapa,Cordão Cheiroso,2017-02-27T00:00:00Z,15:00,dois,rua Sepetiba,-46.69839,-23.540191,C
Lapa,Cordão Cheiroso,2017-02-27T00:00:00Z,15:00,tres,rua Mipibu,-46.699778,-23.533654,D
Lapa,Cordão Cheiroso,2017-02-27T00:00:00Z,15:00,quatro,rua Joao dos Santos Estrelado,-46.700581,-23.532254,E
Sé,Cordão do Barbosa,2017-02-28T00:00:00Z,16:00,tres,Rua Rui Barbosa,-46.645279,-23.55798,D
Sé,Cordão do Barbosa,2017-02-28T00:00:00Z,16:00,quatro,Rua Manoel Dutra,-46.644723,-23.55534,E
Sé,Cordão do Barbosa,2017-02-28T00:00:00Z,16:00,cinco,Rua Major Diogo,-46.642775,-23.557472,F
Sé,Cordão do Barbosa,2017-02-28T00:00:00Z,16:00,seis,Rua Santo Antonio,-46.309498,-23.538439,G
Freguesia do Ó/Brasilândia,Cordão do Congo,2017-02-19T00:00:00Z,15:00,inicio,rua raulino galdino da silva,-46.63611,-23.5475,A
Freguesia do Ó/Brasilândia,Cordão do Congo,2017-02-19T00:00:00Z,15:00,um,rua matias arrudao,-46.701675,-23.475824,B
Freguesia do Ó/Brasilândia,Cordão do Congo,2017-02-19T00:00:00Z,15:00,dois,av tomas rabelo,-46.63611,-23.5475,C
Freguesia do Ó/Brasilândia,Cordão do Congo,2017-02-19T00:00:00Z,15:00,quatro,rua manuel de souza azevedo,-46.63611,-23.5475,E
Freguesia do Ó/Brasilândia,Cordão do Congo,2017-02-19T00:00:00Z,15:00,cinco,rua joaquim ribeiro,-46.704665,-23.472733,F
Freguesia do Ó/Brasilândia,Cordão do Congo,2017-02-19T00:00:00Z,15:00,seis,rua maria nazarua da silva,-46.63611,-23.5475,G
Pinheiros,Cordão do Sanatório Geral,2017-02-25T00:00:00Z,13:00,inicio,rua Fradique Coutinho,-46.688391,-23.560446,A
Pinheiros,Cordão do Sanatório Geral,2017-02-25T00:00:00Z,13:00,tres,a rua Inacio Pereirua da Rocha,-46.63611,-23.5475,D
Pinheiros,Cordão do Sanatório Geral,2017-02-25T00:00:00Z,13:00,quatro,desde ,-46.595851,-23.62274,E
Pinheiros,Cordão do Sanatório Geral,2017-02-25T00:00:00Z,13:00,seis,a rua Belmirua Braga,-46.63611,-23.5475,G
Pinheiros,Cordão do Sanatório Geral,2017-02-25T00:00:00Z,13:00,sete,dispersaCC Rio Verde,-46.703543,-23.610374,H
Sé,Cordão do Triunfo,2017-02-26T00:00:00Z,14:00,inicio,Rua do Triunfo  a Rua General Osorio. ViruaRua Santa Ifigenia,-46.63611,-23.5475,A
Sé,Cordão do Triunfo,2017-02-26T00:00:00Z,14:00,dois,a Avenida Ipiranga. Segue,-46.612038,-23.524204,C
Sé,Cordão do Triunfo,2017-02-26T00:00:00Z,14:00,quatro,a Av Sao Joao,-46.63611,-23.5475,E
Sé,Cordão do Triunfo,2017-02-26T00:00:00Z,14:00,cinco,depois viruaRua Barao de Limeira,-46.643372,-23.539686,F
Sé,Cordão do Triunfo,2017-02-26T00:00:00Z,14:00,seis,entruaRua Vitoria,-46.615098,-23.540486,G
Sé,Cordão do Triunfo,2017-02-26T00:00:00Z,14:00,oito,a Rua do TRiunfo voltando ao ponto de partida.,-46.63611,-23.5475,I
Sé,"Cordão Etílico Carnavalesco Amigos Pratododia",2017-02-26T00:00:00Z,10:00,inicio,rua barrua funda,-46.63611,-23.5475,A
Sé,"Cordão Etílico Carnavalesco Amigos Pratododia",2017-02-26T00:00:00Z,10:00,dois,segue pela praca olavo bilac,-46.652149,-23.533745,C
Sé,"Cordão Etílico Carnavalesco Amigos Pratododia",2017-02-26T00:00:00Z,10:00,quatro,retorna prua rua barrua funda,-46.63611,-23.5475,E
Itaquera,"CORDÃO FOLCLÓRICO DE ITAQUERA SUCATAS AMBULANTES",2017-02-27T00:00:00Z,17:00,inicio,RUA BOTUPORA,-46.444666,-23.541887,A
Itaquera,"CORDÃO FOLCLÓRICO DE ITAQUERA SUCATAS AMBULANTES",2017-02-27T00:00:00Z,17:00,um,RUA RIO IMBURANA,-46.63611,-23.5475,B
Itaquera,"CORDÃO FOLCLÓRICO DE ITAQUERA SUCATAS AMBULANTES",2017-02-27T00:00:00Z,17:00,dois,RUA ALAIDE DE SOUZA COSTA,-46.63611,-23.5475,C
Itaquera,"CORDÃO FOLCLÓRICO DE ITAQUERA SUCATAS AMBULANTES",2017-02-27T00:00:00Z,17:00,tres,RUA ENGEINHEIRO VILARES DA SILVA,-46.63611,-23.5475,D
Itaquera,"CORDÃO FOLCLÓRICO DE ITAQUERA SUCATAS AMBULANTES",2017-02-27T00:00:00Z,17:00,quatro,RUA BOTUPORA,-46.444666,-23.541887,E
Freguesia do Ó/Brasilândia,"Cordão Kuringa Afro-Bantú Paulista",2017-03-05T00:00:00Z,15:00,inicio,Rua Ruiva,-46.63611,-23.5475,A
Freguesia do Ó/Brasilândia,"Cordão Kuringa Afro-Bantú Paulista",2017-03-05T00:00:00Z,15:00,um,Rua Ivo Guida,-46.687556,-23.469118,B
Freguesia do Ó/Brasilândia,"Cordão Kuringa Afro-Bantú Paulista",2017-03-05T00:00:00Z,15:00,dois,Rua Ruiva,-46.63611,-23.5475,C
Butantã,D'Última Hora.D'Cultura.Com,2017-02-20T00:00:00Z,12:00,inicio,Rua Capitao Paulo Carrilho,-46.716573,-23.572778,A
Butantã,D'Última Hora.D'Cultura.Com,2017-02-20T00:00:00Z,12:00,um,Rua Drua Cicelo de Alencarua Rua Padrua Justino,-46.63611,-23.5475,B
Butantã,D'Última Hora.D'Cultura.Com,2017-02-20T00:00:00Z,12:00,dois,Travessa da Fonte,-46.719458,-23.572045,C
Butantã,D'Última Hora.D'Cultura.Com,2017-02-20T00:00:00Z,12:00,tres,Rua Padrua Justino,-46.63611,-23.5475,D
Butantã,D'Última Hora.D'Cultura.Com,2017-02-20T00:00:00Z,12:00,quatro,Rua MAria Emilia Leonel,-46.716366,-23.572097,E
Butantã,D'Última Hora.D'Cultura.Com,2017-02-20T00:00:00Z,12:00,cinco,Rua Capitao PAulo Carrilho,-46.716573,-23.572778,F
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,inicio,Rua Itupava,-46.671154,-23.469875,A
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,um,Av Inajar de Souza (centro,-46.63611,-23.5475,B
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,dois,bairro),-46.07037,-23.45421,C
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,tres,retorno em Av Jeronimo de Andrade,-46.63611,-23.5475,D
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,quatro,Av Inajar de Souza (bairro,-46.63611,-23.5475,E
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,seis,rua Ouvidio Jose Antonio Santana,-46.672357,-23.468084,G
Freguesia do Ó/Brasilândia,Descaxota Cachoeirinha,2017-02-19T00:00:00Z,12:00,sete,Rua Dep Fernando Ferrari,-46.63611,-23.5475,H
Butantã,DESCONTROLE FOLIA,2017-03-05T00:00:00Z,12:00,inicio,Rua Inacio Cervantes,-46.574776,-23.591642,A
Butantã,DESCONTROLE FOLIA,2017-03-05T00:00:00Z,12:00,dois,Percurso Rua Inacio Cervantes,-46.574776,-23.591642,C
Butantã,DESCONTROLE FOLIA,2017-03-05T00:00:00Z,12:00,tres,Rua Antonio Diabelli,-46.63611,-23.5475,D
Butantã,DESCONTROLE FOLIA,2017-03-05T00:00:00Z,12:00,quatro,Rua Pauolo Agostini.,-46.63611,-23.5475,E
Sé,Desculpa Qualquer Coisa,2017-02-18T00:00:00Z,16:00,inicio,Rua Augusta ,-46.651746,-23.551776,A
Sé,Desculpa Qualquer Coisa,2017-02-18T00:00:00Z,16:00,um,Rua Antonia de Queiroz,-46.63611,-23.5475,B
Sé,Desculpa Qualquer Coisa,2017-02-18T00:00:00Z,16:00,dois,Rua Augusta,-46.651746,-23.551776,C
Sé,Desculpa Qualquer Coisa,2017-02-18T00:00:00Z,16:00,tres,Rua Martins Fontes,-46.644333,-23.549272,D
Sé,Desculpa Qualquer Coisa,2017-02-18T00:00:00Z,16:00,quatro,Praca Xavier de Toledo,-46.702796,-23.473527,E
Sé,Desculpa Qualquer Coisa,2017-02-18T00:00:00Z,16:00,cinco,Praca Dom Jose Gaspar,-46.642126,-23.547415,F
Sé,Domingo Ela Não Vai,2017-02-26T00:00:00Z,14:00,um,Avenida Sao Joao,-46.579899,-23.520551,B
Sé,Domingo Ela Não Vai,2017-02-26T00:00:00Z,14:00,dois,Largo do Paissandu,-46.63611,-23.5475,C
Sé,Domingo Ela Não Vai,2017-02-26T00:00:00Z,14:00,tres,Av. Ipiranga,-46.63611,-23.5475,D
Casa Verde,É DO SAMBA,2017-02-18T00:00:00Z,14:00,inicio,Bloco estaticoPraca Rotarua (voluntarios da patria,-46.631597,-23.483269,A
Casa Verde,É DO SAMBA,2017-02-18T00:00:00Z,14:00,um,rua helena do sacramento),-46.636167,-23.483116,B
Sé,Eco Folia,2017-02-28T00:00:00Z,12:00,inicio,Frei Caneca,-46.148087,-23.502584,A
Sé,Eco Folia,2017-02-28T00:00:00Z,12:00,dois,Martins Fontes (Dispersao em frente ao teatrua Jaragua) por ser proximo ao metrua Anhangabau,-46.326297,-23.645066,C
Sé,"Eita, Fudeu! (Francisco, El Hombre)",2017-02-18T00:00:00Z,15:00,inicio,VoltaPraca Dom Jose Gaspar.,-46.642126,-23.547415,A
Butantã,ErêTantã_O Bloco do Brincar,2017-03-04T00:00:00Z,15:00,inicio,Praca Elis Regina,-46.729866,-23.575334,A
Butantã,ErêTantã_O Bloco do Brincar,2017-03-04T00:00:00Z,15:00,um,Rua Professor Vicente Peixoto,-46.729272,-23.573803,B
Butantã,ErêTantã_O Bloco do Brincar,2017-03-04T00:00:00Z,15:00,dois,Rua Iquiririm,-46.72526,-23.572463,C
Cidade Tiradentes,"ESCOLA DE SAMBA ESTRELA CADENTE",2017-02-18T00:00:00Z,14:00,inicio,Rua Rene de Toledo,-46.404532,-23.59979,A
Cidade Tiradentes,"ESCOLA DE SAMBA ESTRELA CADENTE",2017-02-18T00:00:00Z,14:00,um,Rua Davi,-46.581996,-23.449283,B
Cidade Tiradentes,"ESCOLA DE SAMBA ESTRELA CADENTE",2017-02-18T00:00:00Z,14:00,dois,Avenida Leandro,-46.401871,-23.602586,C
Cidade Tiradentes,"ESCOLA DE SAMBA ESTRELA CADENTE",2017-02-18T00:00:00Z,14:00,tres,Avenida dos metalugicos,-46.63611,-23.5475,D
Cidade Tiradentes,"ESCOLA DE SAMBA PRÍNCIPE NEGRO",2017-02-18T00:00:00Z,14:00,inicio,Rua Rene de Toledo,-46.404532,-23.59979,A
Cidade Tiradentes,"ESCOLA DE SAMBA PRÍNCIPE NEGRO",2017-02-18T00:00:00Z,14:00,um,Rua Davi,-46.581996,-23.449283,B
Cidade Tiradentes,"ESCOLA DE SAMBA PRÍNCIPE NEGRO",2017-02-18T00:00:00Z,14:00,dois,Avenida Leandro,-46.401871,-23.602586,C
Cidade Tiradentes,"ESCOLA DE SAMBA PRÍNCIPE NEGRO",2017-02-18T00:00:00Z,14:00,tres,Avenida dos metalugicos,-46.63611,-23.5475,D
Penha,Espalhafatos,2017-02-19T00:00:00Z,15:00,inicio,Rua Dr Heladio,-46.63611,-23.5475,A
Penha,Espalhafatos,2017-02-19T00:00:00Z,15:00,um,Rua Otilia,-46.523929,-23.526876,B
Penha,Espalhafatos,2017-02-19T00:00:00Z,15:00,dois,Rua Heloisa Camargo,-46.525302,-23.526224,C
Penha,Espalhafatos,2017-02-19T00:00:00Z,15:00,tres,Rua Isabel,-46.526958,-23.527743,D
Penha,Espalhafatos,2017-02-19T00:00:00Z,15:00,cinco,Rua Atuai,-46.529481,-23.526645,F
Sé,"Espetacular Bloco da Charanga do França",2017-02-27T00:00:00Z,17:00,inicio,Rua Imaculada Conceicao,-46.653201,-23.538824,A
Sé,"Espetacular Bloco da Charanga do França",2017-02-27T00:00:00Z,17:00,um,Rua Barao de Tatui,-46.63611,-23.5475,B
Sé,"Espetacular Bloco da Charanga do França",2017-02-27T00:00:00Z,17:00,dois,Alameda Barros,-46.652368,-23.538116,C
Sé,"Espetacular Bloco da Charanga do França",2017-02-27T00:00:00Z,17:00,tres,Rua Frederico Abranches,-46.648403,-23.54087,D
Sé,"Espetacular Bloco da Charanga do França",2017-02-27T00:00:00Z,17:00,quatro,Largo Santa Cecilia,-46.649624,-23.539441,E
Sé,"Esporte Clube Classe A Futebol e Samba da Barra Funda",2017-02-18T00:00:00Z,14:00,inicio,Rua Barrua Funda,-46.63611,-23.5475,A
Sé,"Esporte Clube Classe A Futebol e Samba da Barra Funda",2017-02-18T00:00:00Z,14:00,um,Avenida Angelica,-46.653069,-23.533176,B
Sé,"Esporte Clube Classe A Futebol e Samba da Barra Funda",2017-02-18T00:00:00Z,14:00,dois,Rua Brigadeirua Galvao,-46.63611,-23.5475,C
Sé,"Esporte Clube Classe A Futebol e Samba da Barra Funda",2017-02-18T00:00:00Z,14:00,tres,Rua Souza Lima,-46.63611,-23.5475,D
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,inicio,Praca Ouvidor Pacheco,-46.637315,-23.549139,A
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,dois,Rua Jose Bonifacio,-46.636751,-23.548926,C
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,tres,Rua Direita,-46.634948,-23.548562,D
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,quatro,XV de Novembro,-46.229741,-23.324394,E
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,cinco,Praca Antonio Prado,-46.634536,-23.545615,F
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,seis,Rua do Comercio,-46.634724,-23.546362,G
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,sete,Rua Alvares Penteado,-46.634811,-23.547316,H
Sé,Eu Faço Direito,2017-02-17T00:00:00Z,14:00,oito,Rua da Quitanda,-46.635096,-23.547681,I
Ermelino Matarazzo,Família na Folia,2017-02-28T00:00:00Z,10:00,inicio,Travessa Renato Rodrigues Moreira,-46.489968,-23.488622,A
Penha,FAVELA CHIC,2017-02-19T00:00:00Z,13:00,inicio,Ruas Isabel,-46.710698,-23.737839,A
Penha,FAVELA CHIC,2017-02-19T00:00:00Z,13:00,um,Dezenove de Maio,-46.139925,-23.826416,B
Penha,FAVELA CHIC,2017-02-19T00:00:00Z,13:00,dois,Maria Carlota,-46.527474,-23.530787,C
Penha,FAVELA CHIC,2017-02-19T00:00:00Z,13:00,quatro,Atuai.,-46.529481,-23.526645,E
Pinheiros,Fervo da Vila,2017-03-04T00:00:00Z,13:00,inicio,Praca Rafael Sapienza (Mercearia Sao Roque),-46.688631,-23.550583,A
Pinheiros,Fervo da Vila,2017-03-04T00:00:00Z,13:00,um,virua Rodesia,-46.693369,-23.552908,B
Pinheiros,Fervo da Vila,2017-03-04T00:00:00Z,13:00,dois,a Harmonia,-46.68685,-23.556712,C
Pinheiros,Fervo da Vila,2017-03-04T00:00:00Z,13:00,quatro,Fradique Coutinho e virua a Padrua Joao Goncalves,-46.694187,-23.552057,E
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,inicio,Avenida Sao Joao,-46.579899,-23.520551,A
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,dois,Rua Ana Cintra,-46.647926,-23.538103,C
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,tres,Largo de Santa Cecilia,-46.63611,-23.5475,D
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,quatro,Rua Dona Veridiana,-46.63611,-23.5475,E
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,cinco,Rua Canuto do Val,-46.651821,-23.540298,F
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,seis,Rua Martin Francisco,-46.309498,-23.538439,G
Sé,Filhos da Santa,2017-02-18T00:00:00Z,14:00,sete,Av. Sao Joao,-46.63611,-23.5475,H
Pinheiros,FILHOS DE GLANDE,2017-03-05T00:00:00Z,15:00,inicio,"""Rua Campo Alegre""",-46.696196,-23.567179,A
Pinheiros,FILHOS DE GLANDE,2017-03-05T00:00:00Z,15:00,um,"""Rua Padrua Carvalho""",-46.312424,-23.653426,B
Pinheiros,FILHOS DE GLANDE,2017-03-05T00:00:00Z,15:00,dois,seguePadrua Carvalho,-46.312424,-23.653426,C
Pinheiros,FILHOS DE GLANDE,2017-03-05T00:00:00Z,15:00,quatro,Tucambira,-46.696767,-23.563875,E
Pinheiros,FILHOS DE GLANDE,2017-03-05T00:00:00Z,15:00,cinco,Padrua Carvalho,-46.312424,-23.653426,F
Sé,"Folia Do Glicério (Batuq Do Glicério)",2017-02-28T00:00:00Z,15:00,inicio,Prc. Min. Costa Manso,-46.628598,-23.553235,A
Sé,"Folia Do Glicério (Batuq Do Glicério)",2017-02-28T00:00:00Z,15:00,um,Rua Oscar Cintrua Gordinho,-46.63611,-23.5475,B
Sé,"Folia Do Glicério (Batuq Do Glicério)",2017-02-28T00:00:00Z,15:00,dois,R. Conde de Sarzedas,-46.63611,-23.5475,C
Sé,"Folia Do Glicério (Batuq Do Glicério)",2017-02-28T00:00:00Z,15:00,tres,Rua Helena Zerrenerua R. Oscar Cintrua Gordinho,-46.63611,-23.5475,D
Sé,"Folia Do Glicério (Batuq Do Glicério)",2017-02-28T00:00:00Z,15:00,quatro,R. Glicerio,-46.62828,-23.554313,E
Sé,"Folia Do Glicério (Batuq Do Glicério)",2017-02-28T00:00:00Z,15:00,cinco,Prc. Min. Costa Manso.,-46.628598,-23.553235,F
Santana/Tucuruvi,Força na Peruca,2017-02-19T00:00:00Z,10:00,inicio,Parque Domingos Luis,-46.613759,-23.494241,A
Santana/Tucuruvi,Força na Peruca,2017-02-19T00:00:00Z,10:00,um,Rua Castrua Maia,-46.63611,-23.5475,B
Santana/Tucuruvi,Força na Peruca,2017-02-19T00:00:00Z,10:00,dois,Rua Almirante Noronha,-46.63611,-23.5475,C
Santana/Tucuruvi,Força na Peruca,2017-02-19T00:00:00Z,10:00,tres,Rua Rosa D'Agostinho,-46.63611,-23.5475,D
Lapa,FrancisKryshna,2017-03-04T00:00:00Z,9:00,inicio,Praca Rio dos Campos,-46.69236,-23.536306,A
Pinheiros,FRIENDS 4 EVER,2017-02-19T00:00:00Z,12:00,inicio,Rua vupabussu,-46.696573,-23.55983,A
Pinheiros,FRIENDS 4 EVER,2017-02-19T00:00:00Z,12:00,um,virua a rua padrua de carvalho,-46.63611,-23.5475,B
Pinheiros,FRIENDS 4 EVER,2017-02-19T00:00:00Z,12:00,dois,a esqueda rua tucambira,-46.696767,-23.563875,C
Pinheiros,FRIENDS 4 EVER,2017-02-19T00:00:00Z,12:00,cinco,entrua um trecho da rua padrua de carvalho,-46.63611,-23.5475,F
Pinheiros,FRIENDS 4 EVER,2017-02-19T00:00:00Z,12:00,seis,desce a rua joao elias saada,-46.697357,-23.566774,G
Pinheiros,FRIENDS 4 EVER,2017-02-19T00:00:00Z,12:00,sete,depois pega a rua ferreirua de araujo,-46.63611,-23.5475,H
Perus,G.R.C.E.Samba Valença Perus,2017-02-28T00:00:00Z,18:00,inicio,Rua Mogeirua S,-46.63611,-23.5475,A
Perus,G.R.C.E.Samba Valença Perus,2017-02-28T00:00:00Z,18:00,dois,Av.Drua Silvio Campos Ate R. Sales Gomes,-46.345015,-23.669068,C
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,um,VIEIRA DE CARVALHO,-46.53232,-23.635025,B
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,tres,AV. SAO LUIS,-46.63611,-23.5475,D
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,quatro,R. XAVIER DE TOLEDO,-46.63611,-23.5475,E
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,cinco,R. CONSELHEIRO CRISPINIANO,-46.63611,-23.5475,F
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,seis,AV. SAO JOAO,-46.63611,-23.5475,G
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,oito,AV. VIEIRA DE CARVALHO,-46.63611,-23.5475,I
Sé,GAIOLA DAS LOUCAS,2017-02-28T00:00:00Z,16:00,nove,LARGO DO AROUCHE,-46.63611,-23.5475,J
Pinheiros,"Gambiarra - O Bloco + Tiago Abravanel",2017-02-19T00:00:00Z,14:00,inicio,Avenida Paulista,-46.644837,-23.570715,A
Pinheiros,"Gambiarra - O Bloco + Tiago Abravanel",2017-02-19T00:00:00Z,14:00,um,Rua da Consolacao,-46.642012,-23.547833,B
Pinheiros,"Gambiarra - O Bloco + Tiago Abravanel",2017-02-19T00:00:00Z,14:00,dois,Praca Franklin Roosevelt,-46.63611,-23.5475,C
Santana/Tucuruvi,gone's,2017-02-18T00:00:00Z,14:00,um,Eduardo Vicente Nasserua R. Alcindo Bueno de Assis,-46.63611,-23.5475,B
Santana/Tucuruvi,gone's,2017-02-18T00:00:00Z,14:00,dois,Rua Padrua Leopoldo Brentano.,-46.63611,-23.5475,C
Casa Verde,"GRC Imirim - Brás Pereira Banda Show Tradição Paulista",2017-02-18T00:00:00Z,15:00,inicio,Rua Miguel Angelo Lupi,-46.657688,-23.47628,A
Freguesia do Ó/Brasilândia,"Gremio Recreativo Bloco Buraco do Sapo",2017-02-27T00:00:00Z,14:00,inicio,Rua Estevam Monte Bello,-46.63611,-23.5475,A
Freguesia do Ó/Brasilândia,"Gremio Recreativo Bloco Buraco do Sapo",2017-02-27T00:00:00Z,14:00,dois,Rua Armando Ramos Filho,-46.705476,-23.492571,C
Freguesia do Ó/Brasilândia,"Gremio Recreativo Bloco Buraco do Sapo",2017-02-27T00:00:00Z,14:00,tres,Carlos Alberto Moreti,-46.311501,-23.654169,D
