GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
310M200US48700,48700,"Williamsport, PA Metro Area",26530,1360
310M200US48900,48900,"Wilmington, NC Metro Area",31973,1475
310M200US49020,49020,"Winchester, VA-WV Metro Area",28433,1628
310M200US49180,49180,"Winston-Salem, NC Metro Area",28007,722
310M200US49340,49340,"Worcester, MA-CT Metro Area",34366,784
310M200US49420,49420,"Yakima, WA Metro Area",22479,1279
310M200US49620,49620,"York-Hanover, PA Metro Area",30131,1120
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",26671,807
310M200US49700,49700,"Yuba City, CA Metro Area",25882,1397
310M200US49740,49740,"Yuma, AZ Metro Area",20330,990
