"Remittances, inflows (% of GDP)"
"52"," Oman","0.3","0.3","0.2","0.1","0.1","0.1","0.1","0.0"
"147"," Pakistan","5.0","2.8","1.5","3.9","5.5","5.7","6.2","6.3"
"113"," Palestine, State of","","17.7","23.4","13.3","16.9","15.9","18.3",""
"60"," Panama","2.1","1.4","0.1","0.8","1.4","1.1","1.1","1.1"
"158"," Papua New Guinea","0.2","0.3","0.2","0.1","0.0","0.1","0.1",""
"112"," Paraguay","0.6","3.2","3.4","1.8","2.0","2.2","2.6","2.0"
"84"," Peru","0.3","1.2","1.4","1.9","1.7","1.6","1.4","1.3"
"115"," Philippines","3.3","7.2","8.6","13.3","10.8","10.3","9.8","9.8"
"36"," Poland","","0.5","0.9","2.1","1.6","1.5","1.4","1.3"
"43"," Portugal","5.7","3.3","3.0","1.6","1.5","1.5","1.8","1.9"
"32"," Qatar","","","","","","0.3","0.4","0.3"
"52"," Romania","","0.0","0.3","4.7","2.4","2.1","2.2","1.9"
"50"," Russian Federation","","0.6","0.5","0.5","0.3","0.3","0.3","0.3"
"163"," Rwanda","0.1","1.6","0.4","0.3","1.9","2.7","2.5","2.3"
"77"," Saint Kitts and Nevis","12.1","8.8","6.5","5.6","6.8","6.1","7.0","6.7"
"89"," Saint Lucia","4.1","4.1","3.4","2.9","2.3","2.3","2.3","2.3"
"97"," Saint Vincent and the Grenadines","7.9","6.4","5.7","4.1","4.3","4.3","4.5","4.5"
"105"," Samoa","34.2","18.2","16.7","17.6","19.0","18.9","19.7","19.7"
"143"," Sao Tome and Principe","","","0.6","1.2","3.2","2.8","2.4","8.5"
"39"," Saudi Arabia","","","","0.0","0.0","0.0","0.0","0.0"
"170"," Senegal","2.5","3.0","5.0","9.1","11.4","11.2","",""
"66"," Serbia","","","","","8.5","7.0","8.7","8.8"
"64"," Seychelles","2.0","0.1","0.5","1.3","1.8","2.4","1.7","0.9"
"181"," Sierra Leone","0.0","2.7","1.1","0.1","1.7","2.0","1.7","1.6"
"35"," Slovakia","","0.1","0.1","1.5","1.8","1.8","2.1","2.1"
"25"," Slovenia","","1.3","1.0","0.7","0.7","1.0","1.4","1.4"
"156"," Solomon Islands","","","1.0","1.7","1.9","1.6","1.7","1.5"
"116"," South Africa","0.1","0.1","0.3","0.2","0.3","0.3","0.3","0.3"
"26"," Spain","0.4","0.5","0.8","0.6","0.6","0.7","0.7","0.7"
"73"," Sri Lanka","5.0","6.2","7.1","8.1","8.3","8.7","10.1","9.6"
"167"," Sudan","0.5","2.5","5.2","2.7","1.7","0.7","0.6","0.6"
